Order-Date,Delivery-Date,Promised-Date,Courier,Size of the box height,Size of the box width,Size of the box length,Size of the box weight,Weather,Store address,Customer address
2021-11-29,2021-11-30,2021-11-30,PS,29.632656,34.722553000000005,17.523058,2.898022941905544,Good,'-119.2774/50.2604','-119.00518251781125/49.408790198575296'
2021-09-05,2021-09-07,2021-09-07,FD,29.632656,34.722553000000005,17.523058,1.803973808325588,Good,'-119.2774/50.2604','-119.00332113036627/49.4087216863421'
2021-07-22,2021-07-25,2021-07-24,FD,29.632656,34.722553000000005,17.523058,2.9462420431268836,Good,'-119.2774/50.2604','-119.00503424291284/49.40788422384169'
2021-08-31,2021-09-01,2021-08-31,FD,29.632656,34.722553000000005,17.523058,2.998415831047453,Good,'-119.2774/50.2604','-119.00398878125678/49.40864470985872'
2021-08-17,2021-08-18,2021-08-18,FD,29.632656,34.722553000000005,17.523058,4.005978833137605,Good,'-119.2774/50.2604','-119.00421410889737/49.40883420294409'
2021-05-30,2021-06-02,2021-06-01,FD,29.632656,34.722553000000005,17.523058,0.14806329334946458,Good,'-119.2774/50.2604','-119.00528025498993/49.408453151389665'
2021-11-27,2021-11-29,2021-11-29,FD,29.632656,34.722553000000005,17.523058,4.279757204830639,Good,'-119.2774/50.2604','-119.00392955724527/49.40927369289027'
2021-11-19,2021-11-22,2021-11-22,FD,29.632656,34.722553000000005,17.523058,1.1275035299609666,Good,'-119.2774/50.2604','-119.0042976766488/49.40824619389844'
2021-11-09,2021-11-11,2021-11-10,FD,29.632656,34.722553000000005,17.523058,1.0582144269896656,Good,'-119.2774/50.2604','-119.00523649043373/49.4067247216496'
2021-12-14,2021-12-15,2021-12-14,FD,29.632656,34.722553000000005,17.523058,4.039113482487213,Good,'-119.2774/50.2604','-119.00631813368307/49.41000000717957'
2021-12-13,2021-12-15,2021-12-14,FD,29.632656,34.722553000000005,17.523058,1.7126644510787932,Good,'-119.2774/50.2604','-119.00489247952922/49.408751715006154'
2021-12-06,2021-12-09,2021-12-08,FD,29.632656,34.722553000000005,17.523058,3.789863210004065,Good,'-119.2774/50.2604','-119.00444432453237/49.4086800985655'
2021-12-24,2021-12-26,2021-12-26,FD,29.632656,34.722553000000005,17.523058,3.2889913706904212,Bad,'-119.2774/50.2604','-119.00322695146828/49.40886408769201'
2021-12-27,2021-12-28,2021-12-27,PS,29.632656,34.722553000000005,17.523058,1.6783876642878184,Good,'-119.2774/50.2604','-119.00377355596584/49.41039066762977'
2020-12-24,2020-12-27,2020-12-26,FD,29.632656,34.722553000000005,17.523058,2.464518324659428,Bad,'-120.5477/50.5583','-119.00463295590127/49.409244246737906'
2020-12-22,2020-12-28,2020-12-27,FD,29.632656,34.722553000000005,17.523058,5.167600112838048,Bad,'-120.5477/50.5583','-119.0041021562546/49.40842578560523'
2021-11-26,2021-12-01,2021-12-01,FD,29.632656,34.722553000000005,17.523058,3.0473580428220512,Good,'-120.5477/50.5583','-119.00573656383008/49.41079483148154'
2020-12-22,2020-12-27,2020-12-27,FD,29.632656,34.722553000000005,17.523058,3.740671009615841,Bad,'-120.5477/50.5583','-119.002334392523/49.40833152978308'
2021-11-22,2021-11-24,2021-11-23,PS,29.632656,34.722553000000005,17.523058,2.9548114954589813,Good,'-120.5477/50.5583','-119.00505494326335/49.40885306979035'
2021-11-15,2021-11-20,2021-11-19,FD,29.632656,34.722553000000005,17.523058,2.219912109947984,Good,'-120.5477/50.5583','-119.00476960762197/49.41068962415681'
2021-11-30,2021-12-03,2021-12-03,FD,29.632656,34.722553000000005,17.523058,3.275774824597769,Good,'-120.5477/50.5583','-119.00409237323359/49.41074761444619'
2021-12-23,2021-12-26,2021-12-25,FD,29.632656,34.722553000000005,17.523058,1.521734532725774,Bad,'-120.5477/50.5583','-119.00680277475811/49.40862744190271'
2021-12-22,2021-12-25,2021-12-25,FD,29.632656,34.722553000000005,17.523058,3.4786350410009166,Bad,'-120.5477/50.5583','-119.00215633442339/49.4096406698735'
2021-09-15,2021-09-20,2021-09-19,FD,29.632656,34.722553000000005,17.523058,1.4742571552369341,Good,'-114.1148/51.1047','-119.00510654032148/49.40972579713324'
2021-09-11,2021-09-16,2021-09-16,FD,29.632656,34.722553000000005,17.523058,1.9483375392819136,Good,'-114.1148/51.1047','-119.00424611251348/49.40758246443774'
2021-07-30,2021-08-03,2021-08-03,FD,29.632656,34.722553000000005,17.523058,1.3568305690154292,Good,'-114.1148/51.1047','-119.00428086265842/49.40836942693257'
2021-11-23,2021-11-26,2021-11-25,PS,29.632656,34.722553000000005,17.523058,1.2151230728427824,Good,'-114.1148/51.1047','-119.00634419611738/49.40948592174215'
2021-10-16,2021-10-21,2021-10-20,FD,29.632656,34.722553000000005,17.523058,3.0683859030088483,Good,'-114.1148/51.1047','-119.00482704933556/49.40753446196656'
2021-09-16,2021-09-20,2021-09-20,FD,29.632656,34.722553000000005,17.523058,0.6282490475866577,Good,'-114.1148/51.1047','-119.00430677342892/49.40898579213734'
2021-09-23,2021-09-26,2021-09-25,FD,29.632656,34.722553000000005,17.523058,0.16100837535555948,Good,'-114.1148/51.1047','-119.00429888843075/49.409393508576066'
2021-10-30,2021-11-04,2021-11-03,FD,29.632656,34.722553000000005,17.523058,2.7734845000722927,Good,'-114.1148/51.1047','-119.0038332896089/49.40683655329149'
2021-09-09,2021-09-12,2021-09-11,FD,29.632656,34.722553000000005,17.523058,0.2555103164328681,Good,'-114.1148/51.1047','-119.00581138543892/49.40994717572319'
2021-08-25,2021-08-28,2021-08-28,FD,29.632656,34.722553000000005,17.523058,1.5013422199473514,Good,'-114.1148/51.1047','-119.0039384669847/49.40713413903799'
2021-11-22,2021-11-27,2021-11-27,FD,29.632656,34.722553000000005,17.523058,1.9219414857388304,Good,'-114.1148/51.1047','-119.00388058532346/49.40806690475265'
2021-08-20,2021-08-23,2021-08-23,FD,29.632656,34.722553000000005,17.523058,2.6437850125684936,Good,'-114.1148/51.1047','-119.00374449568521/49.40905529537084'
2021-09-01,2021-09-05,2021-09-04,FD,29.632656,34.722553000000005,17.523058,3.4871459661155497,Good,'-114.1148/51.1047','-119.00570238258975/49.40978447421483'
2021-09-08,2021-09-12,2021-09-11,FD,29.632656,34.722553000000005,17.523058,3.4418216360523655,Good,'-114.1148/51.1047','-119.00464778991413/49.40997998783998'
2021-10-09,2021-10-14,2021-10-13,FD,29.632656,34.722553000000005,17.523058,2.9335963246450447,Good,'-114.1148/51.1047','-119.00530269746262/49.409583581818964'
2021-10-07,2021-10-11,2021-10-11,FD,29.632656,34.722553000000005,17.523058,1.0212548630530267,Good,'-114.1148/51.1047','-119.00419960972303/49.41010962918402'
2021-09-18,2021-09-23,2021-09-23,FD,29.632656,34.722553000000005,17.523058,3.702109820237823,Good,'-114.1148/51.1047','-119.0032259582743/49.40963874129247'
2021-10-29,2021-11-02,2021-11-02,FD,29.632656,34.722553000000005,17.523058,2.4325414089968063,Good,'-114.1148/51.1047','-119.0037254477394/49.409978101299636'
2021-09-07,2021-09-12,2021-09-12,FD,29.632656,34.722553000000005,17.523058,0.8568860806686707,Good,'-114.1148/51.1047','-119.00427373972694/49.40885586509153'
2021-11-09,2021-11-14,2021-11-14,FD,29.632656,34.722553000000005,17.523058,3.7859531909180335,Good,'-114.1148/51.1047','-119.00482082106413/49.40987920981132'
2021-09-02,2021-09-05,2021-09-04,FD,29.632656,34.722553000000005,17.523058,1.1212364819992606,Good,'-114.1148/51.1047','-119.00351043466499/49.41020941559285'
2021-10-30,2021-11-04,2021-11-03,FD,29.632656,34.722553000000005,17.523058,2.2277973336180956,Good,'-114.1148/51.1047','-119.00477264084358/49.40961396230657'
2021-10-06,2021-10-09,2021-10-09,FD,29.632656,34.722553000000005,17.523058,0.3462296339762544,Good,'-114.1148/51.1047','-119.00412815745106/49.40872279182451'
2021-09-21,2021-09-24,2021-09-23,FD,29.632656,34.722553000000005,17.523058,3.1169768008648915,Good,'-114.1148/51.1047','-119.0043590598476/49.40771847946496'
2021-10-06,2021-10-23,2021-10-22,FD,29.632656,34.722553000000005,17.523058,0.7016987700004216,Good,'-110.5203/49.835','-119.004820910613/49.408088439585214'
2021-10-31,2021-11-01,2021-10-31,FD,29.632656,34.722553000000005,17.523058,3.6827409831430975,Good,'-112.8351/49.6511','-119.00300391991608/49.41024408276642'
2020-12-27,2021-01-14,2021-01-13,FD,29.632656,34.722553000000005,17.523058,1.7569032048510267,Good,'-122.8454/49.1894','-119.0068452607877/49.40801044848973'
2020-11-20,2020-12-06,2020-12-05,FD,29.632656,34.722553000000005,17.523058,2.4498686168556594,Bad,'-122.8454/49.1894','-119.00484868147096/49.40840512346991'
2021-04-30,2021-05-04,2021-05-04,FD,29.632656,34.722553000000005,17.523058,3.2596805456458133,Good,'-114.2/51.0419','-119.00441965889723/49.40960251479126'
2021-07-12,2021-07-15,2021-07-14,FD,29.632656,34.722553000000005,17.523058,2.2484471846225307,Good,'-114.2/51.0419','-119.00417327179083/49.4079341875565'
2020-10-20,2020-11-07,2020-11-07,FD,29.632656,34.722553000000005,17.523058,1.820147922424274,Good,'-123.121/49.2475','-119.0047050938573/49.41075585116373'
2021-05-25,2021-06-10,2021-06-10,PS,29.632656,34.722553000000005,17.523058,2.1652499001427223,Good,'-123.048/49.1534','-126.85643709558504/55.99547783244567'
2020-11-10,2020-11-27,2020-11-27,PS,29.632656,34.722553000000005,17.523058,1.067284506441479,Good,'-123.048/49.1534','-126.85754926761102/55.99776391949201'
2021-03-02,2021-03-19,2021-03-19,FD,29.632656,34.722553000000005,17.523058,2.099509982071033,Good,'-123.048/49.1534','-126.85577730307301/55.995023796653534'
2021-10-04,2021-10-20,2021-10-20,PS,29.632656,34.722553000000005,17.523058,2.453554273538374,Good,'-123.048/49.1534','-126.8571917138454/55.99528017279769'
2020-12-27,2021-01-14,2021-01-14,PS,29.632656,34.722553000000005,17.523058,2.3784545916149025,Good,'-123.048/49.1534','-126.85532397842286/55.99721371568515'
2020-12-10,2020-12-27,2020-12-26,PS,29.632656,34.722553000000005,17.523058,4.920386565048601,Bad,'-123.048/49.1534','-126.8562993441288/55.9954190301102'
2021-02-02,2021-02-18,2021-02-17,PS,29.632656,34.722553000000005,17.523058,0.8235724232239519,Good,'-123.048/49.1534','-126.85678449952009/55.99875034871186'
2021-08-10,2021-08-26,2021-08-26,PS,29.632656,34.722553000000005,17.523058,1.539687228824544,Good,'-123.048/49.1534','-126.8561658875859/55.995821580418806'
2020-11-22,2020-12-09,2020-12-08,PS,29.632656,34.722553000000005,17.523058,0.9250414471899724,Good,'-123.048/49.1534','-126.8563816384036/55.99570315561781'
2021-02-16,2021-03-05,2021-03-05,PS,29.632656,34.722553000000005,17.523058,2.0505090716939,Good,'-123.048/49.1534','-126.85624600069018/55.99594794009455'
2021-10-20,2021-11-07,2021-11-07,PS,29.632656,34.722553000000005,17.523058,4.502858157526071,Good,'-123.048/49.1534','-126.85685904167305/55.99745011227431'
2021-03-27,2021-04-14,2021-04-14,FD,29.632656,34.722553000000005,17.523058,1.2138792027424654,Good,'-123.048/49.1534','-126.85616328418257/55.99548157939825'
2021-06-08,2021-06-26,2021-06-26,PS,29.632656,34.722553000000005,17.523058,3.0392994889964973,Good,'-123.048/49.1534','-126.85733522293756/55.996454468606196'
2021-01-07,2021-01-25,2021-01-24,PS,29.632656,34.722553000000005,17.523058,2.0690881118423183,Bad,'-123.048/49.1534','-126.85670983259804/55.99657322422998'
2021-05-20,2021-06-06,2021-06-06,PS,29.632656,34.722553000000005,17.523058,2.48841832815568,Good,'-123.048/49.1534','-126.8579350373691/55.99838166408546'
2021-06-11,2021-06-28,2021-06-28,PS,29.632656,34.722553000000005,17.523058,3.116986384787208,Good,'-123.048/49.1534','-126.85755969484218/55.997667213864936'
2021-10-01,2021-10-18,2021-10-17,PS,29.632656,34.722553000000005,17.523058,1.558542068719012,Good,'-123.048/49.1534','-126.85678798284862/55.995876633168216'
2020-12-17,2021-01-02,2021-01-01,PS,29.632656,34.722553000000005,17.523058,4.524257533698842,Bad,'-123.048/49.1534','-126.85626417959976/55.99637249435446'
2020-12-08,2020-12-24,2020-12-23,PS,29.632656,34.722553000000005,17.523058,0.7547188362953988,Good,'-123.048/49.1534','-126.858208851423/55.99720995853186'
2021-11-09,2021-11-27,2021-11-26,PS,29.632656,34.722553000000005,17.523058,1.770681219157047,Good,'-123.048/49.1534','-126.85724537607211/55.99656616752483'
2021-05-26,2021-06-12,2021-06-12,PS,29.632656,34.722553000000005,17.523058,2.1353784952385486,Good,'-123.048/49.1534','-126.8546825485371/55.998425919114105'
2021-07-02,2021-07-18,2021-07-17,PS,29.632656,34.722553000000005,17.523058,1.3455087806375363,Good,'-123.048/49.1534','-126.85718176498939/55.99581637033247'
2021-01-09,2021-01-25,2021-01-25,PS,29.632656,34.722553000000005,17.523058,3.8656964883827882,Bad,'-123.048/49.1534','-126.85731603647207/55.99519336323472'
2021-05-19,2021-06-05,2021-06-04,PS,29.632656,34.722553000000005,17.523058,3.5877575949015195,Good,'-123.048/49.1534','-126.85762510795989/55.99701660354927'
2020-10-17,2020-11-04,2020-11-03,PS,29.632656,34.722553000000005,17.523058,1.4996729273805445,Good,'-123.048/49.1534','-126.85620135565296/55.99615243665476'
2021-09-22,2021-10-08,2021-10-07,PS,29.632656,34.722553000000005,17.523058,3.5231352961786224,Good,'-123.048/49.1534','-126.85670789990094/55.99589308231329'
2021-03-18,2021-04-05,2021-04-04,FD,29.632656,34.722553000000005,17.523058,2.7660500251447817,Good,'-123.048/49.1534','-126.85475801399207/55.99736383442033'
2020-11-24,2020-12-12,2020-12-12,PS,29.632656,34.722553000000005,17.523058,3.1084456240457032,Bad,'-123.048/49.1534','-126.85875174646992/55.99894099843154'
2021-06-05,2021-06-23,2021-06-22,PS,29.632656,34.722553000000005,17.523058,2.1700650232981085,Good,'-123.048/49.1534','-126.85732412022315/55.996528096274474'
2021-10-03,2021-10-21,2021-10-21,PS,29.632656,34.722553000000005,17.523058,1.811002456079354,Good,'-123.048/49.1534','-126.85699755553712/55.99637341951789'
2021-04-25,2021-05-11,2021-05-10,PS,29.632656,34.722553000000005,17.523058,3.661063398276798,Good,'-123.048/49.1534','-126.85626024014066/55.997737894485965'
2021-01-04,2021-01-20,2021-01-20,PS,29.632656,34.722553000000005,17.523058,4.7425561193427495,Good,'-123.048/49.1534','-126.85461077956509/55.995651563172146'
2021-10-10,2021-10-28,2021-10-28,PS,29.632656,34.722553000000005,17.523058,4.230201742753219,Good,'-123.048/49.1534','-126.8576786272201/55.99721896012383'
2020-12-17,2021-01-03,2021-01-02,FD,29.632656,34.722553000000005,17.523058,2.994348961518547,Bad,'-123.048/49.1534','-126.8564291756816/55.99680818958466'
2021-11-26,2021-12-12,2021-12-11,PS,29.632656,34.722553000000005,17.523058,1.7958797621501932,Bad,'-123.048/49.1534','-126.85655430624381/55.99756976586358'
2021-06-17,2021-07-03,2021-07-03,PS,29.632656,34.722553000000005,17.523058,1.8918462207289977,Good,'-123.048/49.1534','-126.85709967468769/55.99692437180252'
2020-11-23,2020-12-11,2020-12-11,PS,29.632656,34.722553000000005,17.523058,2.6624985507757697,Good,'-123.048/49.1534','-126.85562035055779/55.99675048616349'
2021-02-15,2021-03-03,2021-03-02,PS,29.632656,34.722553000000005,17.523058,2.8819643756390017,Good,'-123.048/49.1534','-126.85620200112429/55.996925994003426'
2021-10-03,2021-10-21,2021-10-20,PS,29.632656,34.722553000000005,17.523058,0.6466739877576165,Good,'-123.048/49.1534','-126.85600227674604/55.99625465489569'
2021-09-09,2021-09-25,2021-09-24,PS,29.632656,34.722553000000005,17.523058,1.0676757366408771,Good,'-123.048/49.1534','-126.85788113614927/55.9958015676359'
2020-12-07,2020-12-23,2020-12-22,PS,29.632656,34.722553000000005,17.523058,3.6103394332339263,Good,'-123.048/49.1534','-126.85697358625318/55.99655953810959'
2021-11-22,2021-12-08,2021-12-07,PS,29.632656,34.722553000000005,17.523058,3.286508176149313,Good,'-123.048/49.1534','-126.85750220371999/55.99763930767321'
2021-01-24,2021-02-11,2021-02-11,PS,29.632656,34.722553000000005,17.523058,5.348472688346418,Good,'-123.048/49.1534','-126.85612759383791/55.99800259531394'
2021-04-02,2021-04-19,2021-04-19,PS,29.632656,34.722553000000005,17.523058,2.9065388950919417,Good,'-123.048/49.1534','-126.85671044632736/55.99588280376997'
2021-08-08,2021-08-26,2021-08-25,PS,29.632656,34.722553000000005,17.523058,1.951930655273516,Good,'-123.048/49.1534','-126.85710820776906/55.997729094372154'
2021-09-06,2021-09-23,2021-09-23,PS,29.632656,34.722553000000005,17.523058,2.30138772845941,Good,'-123.048/49.1534','-126.8534312267073/55.99695579839253'
2021-04-09,2021-04-27,2021-04-26,PS,29.632656,34.722553000000005,17.523058,1.7036343678879036,Good,'-123.048/49.1534','-126.85661159960253/55.996571726001164'
2021-06-03,2021-06-19,2021-06-18,PS,29.632656,34.722553000000005,17.523058,1.5183701942095422,Good,'-123.048/49.1534','-126.85539219228511/55.99479963255021'
2020-12-19,2021-01-06,2021-01-06,PS,29.632656,34.722553000000005,17.523058,3.631253830489104,Good,'-123.048/49.1534','-126.85608083651573/55.99726714590316'
2021-07-04,2021-07-20,2021-07-20,PS,29.632656,34.722553000000005,17.523058,2.2479339128372793,Good,'-123.048/49.1534','-126.85680388275402/55.99533997327705'
2020-11-03,2020-11-19,2020-11-18,PS,29.632656,34.722553000000005,17.523058,2.86896067546454,Good,'-123.048/49.1534','-126.85832837233573/55.9974031368326'
2021-06-21,2021-07-09,2021-07-09,PS,29.632656,34.722553000000005,17.523058,4.078964034228151,Good,'-123.048/49.1534','-126.85668795485748/55.996174657363184'
2020-11-28,2020-12-16,2020-12-16,PS,29.632656,34.722553000000005,17.523058,1.8657895442111672,Good,'-123.048/49.1534','-126.85563582714495/55.99696702788511'
2021-04-12,2021-04-28,2021-04-28,PS,29.632656,34.722553000000005,17.523058,2.527781128544512,Good,'-123.048/49.1534','-126.85743953488274/55.9967056713889'
2021-04-04,2021-04-23,2021-04-23,FD,29.632656,34.722553000000005,17.523058,4.5523685986917215,Good,'-123.048/49.1534','-126.85746444954171/55.996704552491344'
2021-03-11,2021-03-30,2021-03-30,FD,29.632656,34.722553000000005,17.523058,2.9290809986059885,Good,'-123.048/49.1534','-126.85692330035182/55.99617257124456'
2020-12-18,2021-01-04,2021-01-03,PS,29.632656,34.722553000000005,17.523058,3.2910069030742277,Bad,'-123.048/49.1534','-126.85478772703313/55.99710777714819'
2021-02-28,2021-03-17,2021-03-17,FD,29.632656,34.722553000000005,17.523058,1.0627224786813825,Good,'-123.048/49.1534','-126.85629119721217/55.996417452219596'
2021-07-11,2021-07-27,2021-07-27,PS,29.632656,34.722553000000005,17.523058,3.5070758822934778,Good,'-123.048/49.1534','-126.85732011626685/55.996991429227194'
2020-11-25,2020-12-12,2020-12-11,PS,29.632656,34.722553000000005,17.523058,2.1216004540958773,Bad,'-123.048/49.1534','-126.85613152781023/55.99732026568388'
2021-02-05,2021-02-23,2021-02-23,FD,29.632656,34.722553000000005,17.523058,2.0598988602761783,Good,'-123.048/49.1534','-126.85729281754458/55.99788380183628'
2020-10-23,2020-11-10,2020-11-10,PS,29.632656,34.722553000000005,17.523058,1.5805266882335292,Good,'-123.048/49.1534','-126.85642574494825/55.99709862088476'
2021-09-05,2021-09-21,2021-09-21,PS,29.632656,34.722553000000005,17.523058,4.777990023487313,Good,'-123.048/49.1534','-126.85752462371413/55.99646564050766'
2021-09-22,2021-10-08,2021-10-08,PS,29.632656,34.722553000000005,17.523058,1.0394132826744042,Good,'-123.048/49.1534','-126.85641658914567/55.99494628491416'
2021-08-23,2021-09-10,2021-09-09,PS,29.632656,34.722553000000005,17.523058,3.479008496294492,Good,'-123.048/49.1534','-126.85677499087544/55.99813082671061'
2020-11-14,2020-12-02,2020-12-02,PS,29.632656,34.722553000000005,17.523058,2.751743326705582,Good,'-123.048/49.1534','-126.85809977373509/55.99586386660339'
2020-12-10,2020-12-26,2020-12-25,PS,29.632656,34.722553000000005,17.523058,0.4858975272948601,Bad,'-123.048/49.1534','-126.85628417596624/55.99711945041339'
2021-02-21,2021-03-11,2021-03-10,PS,29.632656,34.722553000000005,17.523058,2.980387064230768,Good,'-123.048/49.1534','-126.8575664973905/55.997614170462334'
2021-06-16,2021-07-04,2021-07-03,PS,29.632656,34.722553000000005,17.523058,3.5280371603335663,Good,'-123.048/49.1534','-126.85633101977191/55.99648152362202'
2020-12-26,2021-01-11,2021-01-10,PS,29.632656,34.722553000000005,17.523058,2.71197607950768,Bad,'-123.048/49.1534','-126.85574806173982/55.99739239747745'
2021-06-20,2021-07-07,2021-07-06,PS,29.632656,34.722553000000005,17.523058,3.4512558214151348,Good,'-123.048/49.1534','-126.85637752125771/55.998280802217515'
2021-05-04,2021-05-22,2021-05-22,PS,29.632656,34.722553000000005,17.523058,3.5869694746856595,Good,'-123.048/49.1534','-126.85522093343913/55.99698789603017'
2021-05-21,2021-06-06,2021-06-06,PS,29.632656,34.722553000000005,17.523058,3.3213843044811577,Good,'-123.048/49.1534','-126.85606860314176/55.9949618515347'
2021-06-24,2021-07-12,2021-07-11,PS,29.632656,34.722553000000005,17.523058,2.186050386228545,Good,'-123.048/49.1534','-126.85721561668883/55.9962827170567'
2021-03-19,2021-04-07,2021-04-06,FD,29.632656,34.722553000000005,17.523058,4.475242360975691,Good,'-123.048/49.1534','-126.8559642445582/55.996844703605234'
2021-11-15,2021-12-03,2021-12-02,PS,29.632656,34.722553000000005,17.523058,2.2369788820052574,Good,'-123.048/49.1534','-126.85803328533507/55.99663212267498'
2021-03-16,2021-04-03,2021-04-03,PS,29.632656,34.722553000000005,17.523058,2.0074428189740083,Good,'-123.048/49.1534','-126.85577484090636/55.996808939392466'
2020-12-09,2020-12-26,2020-12-25,PS,29.632656,34.722553000000005,17.523058,2.114230369360296,Bad,'-123.048/49.1534','-126.85736479904479/55.99663537527719'
2020-11-25,2020-12-11,2020-12-10,PS,29.632656,34.722553000000005,17.523058,2.091599478026622,Good,'-123.048/49.1534','-126.85776656489878/55.99750903554409'
2021-11-05,2021-11-23,2021-11-23,PS,29.632656,34.722553000000005,17.523058,4.023840903475022,Good,'-123.048/49.1534','-126.85817473432763/55.99721776256868'
2021-07-24,2021-08-09,2021-08-08,PS,29.632656,34.722553000000005,17.523058,2.466269290719988,Good,'-123.048/49.1534','-126.85701228126644/55.99550106119879'
2021-05-02,2021-05-19,2021-05-18,PS,29.632656,34.722553000000005,17.523058,3.23064418967837,Good,'-123.048/49.1534','-126.85641462613044/55.9963611882168'
2020-11-18,2020-12-06,2020-12-05,PS,29.632656,34.722553000000005,17.523058,4.5327987834265775,Bad,'-123.048/49.1534','-126.8567898465303/55.99624764666037'
2020-12-18,2021-01-05,2021-01-04,FD,29.632656,34.722553000000005,17.523058,4.384937518492347,Good,'-123.048/49.1534','-126.85680706963382/55.99752103783072'
2021-11-19,2021-12-06,2021-12-05,PS,29.632656,34.722553000000005,17.523058,2.6258625130616022,Bad,'-123.048/49.1534','-126.8570967478419/55.99689142710305'
2021-02-08,2021-02-26,2021-02-26,PS,29.632656,34.722553000000005,17.523058,3.742445995550387,Good,'-123.048/49.1534','-126.85729575520219/55.99676739448765'
2021-08-12,2021-08-30,2021-08-30,PS,29.632656,34.722553000000005,17.523058,6.821006506061258,Good,'-123.048/49.1534','-126.85740631185668/55.9969600757017'
2021-10-18,2021-11-04,2021-11-03,PS,29.632656,34.722553000000005,17.523058,2.3024766102644096,Good,'-123.048/49.1534','-126.85416319730554/55.995754338161596'
2021-11-25,2021-12-11,2021-12-11,PS,29.632656,34.722553000000005,17.523058,3.7964127729167534,Bad,'-123.048/49.1534','-126.85646138271872/55.99671233715162'
2021-02-13,2021-03-02,2021-03-02,FD,29.632656,34.722553000000005,17.523058,1.3950202855758878,Good,'-123.048/49.1534','-126.85801644839553/55.99745331008518'
2020-10-09,2020-10-26,2020-10-25,PS,29.632656,34.722553000000005,17.523058,4.173581746405096,Good,'-123.048/49.1534','-126.85767604312578/55.99660706355414'
2021-08-26,2021-09-13,2021-09-13,PS,29.632656,34.722553000000005,17.523058,2.8885276883299893,Good,'-123.048/49.1534','-126.85569217334145/55.997458058262325'
2021-11-15,2021-12-01,2021-11-30,PS,29.632656,34.722553000000005,17.523058,3.6667174684418455,Good,'-123.048/49.1534','-126.8571252348943/55.99501313369465'
2021-07-30,2021-08-15,2021-08-15,PS,29.632656,34.722553000000005,17.523058,2.2337983966635795,Good,'-123.048/49.1534','-126.85689472429621/55.9967191738421'
2021-01-09,2021-01-26,2021-01-26,PS,29.632656,34.722553000000005,17.523058,1.3478573558598024,Good,'-123.048/49.1534','-126.85563163707532/55.997162893682216'
2021-04-13,2021-04-29,2021-04-28,PS,29.632656,34.722553000000005,17.523058,3.3522506952916458,Good,'-123.048/49.1534','-126.85592743243848/55.99625475523582'
2021-02-09,2021-02-26,2021-02-26,PS,29.632656,34.722553000000005,17.523058,4.074250591880881,Good,'-123.048/49.1534','-126.8549729768227/55.99790662584364'
2020-11-13,2020-11-29,2020-11-29,PS,29.632656,34.722553000000005,17.523058,3.1176910066504466,Good,'-123.048/49.1534','-126.85523406046356/55.99578119543176'
2021-05-09,2021-05-27,2021-05-26,PS,29.632656,34.722553000000005,17.523058,0.32669326926651804,Good,'-123.048/49.1534','-126.85680492421818/55.997706841112624'
2020-12-23,2021-01-08,2021-01-08,PS,29.632656,34.722553000000005,17.523058,4.177999349992259,Good,'-123.048/49.1534','-126.85560756375386/55.99647856541567'
2020-10-24,2020-11-10,2020-11-09,PS,29.632656,34.722553000000005,17.523058,3.6915371825588914,Good,'-123.048/49.1534','-126.85758574227752/55.996318213707504'
2021-11-01,2021-11-17,2021-11-17,PS,29.632656,34.722553000000005,17.523058,2.0221568550009685,Good,'-123.048/49.1534','-126.8559463391331/55.996797657887036'
2021-11-15,2021-12-02,2021-12-01,PS,29.632656,34.722553000000005,17.523058,4.309085776362731,Good,'-123.048/49.1534','-126.85784249571981/55.99618706445045'
2021-03-22,2021-04-09,2021-04-08,PS,29.632656,34.722553000000005,17.523058,2.3595484522905483,Good,'-123.048/49.1534','-126.85485286897/55.997097048607124'
2021-11-17,2021-12-04,2021-12-04,FD,29.632656,34.722553000000005,17.523058,2.685117495690967,Bad,'-123.048/49.1534','-126.85770611233094/55.99507394625454'
2020-12-16,2021-01-03,2021-01-03,PS,29.632656,34.722553000000005,17.523058,0.35482351819021263,Bad,'-123.048/49.1534','-126.85572668522323/55.99556170096682'
2020-11-18,2020-12-04,2020-12-03,PS,29.632656,34.722553000000005,17.523058,3.3491309178934903,Good,'-123.048/49.1534','-126.85674722400394/55.99704560232928'
2021-09-22,2021-10-08,2021-10-08,PS,29.632656,34.722553000000005,17.523058,3.116212885323069,Good,'-123.048/49.1534','-126.85684923656164/55.996392910048904'
2021-05-25,2021-06-10,2021-06-09,PS,29.632656,34.722553000000005,17.523058,0.23325969956147494,Good,'-123.048/49.1534','-126.85598975952163/55.99657783253548'
2021-01-14,2021-02-03,2021-02-02,PS,29.632656,34.722553000000005,17.523058,5.2139414195928016,Good,'-123.048/49.1534','-126.85562490300957/55.99718158297737'
2021-02-24,2021-03-13,2021-03-12,FD,29.632656,34.722553000000005,17.523058,2.1686818245139508,Good,'-123.048/49.1534','-126.85640758687053/55.99749638795993'
2021-03-26,2021-04-12,2021-04-11,PS,29.632656,34.722553000000005,17.523058,1.2397785734899691,Good,'-123.048/49.1534','-126.85424414851379/55.99592902111551'
2021-09-07,2021-09-25,2021-09-25,PS,29.632656,34.722553000000005,17.523058,5.231538965926164,Good,'-123.048/49.1534','-126.85547060619446/55.99741517641921'
